Geolocation,Commodity,Date_String,Price,Date,Month_Index
Oriental Mindoro,Paminta [Black pepper],2021 August,267.06,8/1/2021,7
Oriental Mindoro,Paminta [Black pepper],2021 September,285.09,9/1/2021,8
Oriental Mindoro,Paminta [Black pepper],2021 October,262.04,10/1/2021,9
Oriental Mindoro,Paminta [Black pepper],2021 November,227.18,11/1/2021,10
Oriental Mindoro,Paminta [Black pepper],2021 December,264.83,12/1/2021,11
Oriental Mindoro,Paminta [Black pepper],2022 January,293.08,1/1/2022,12
Oriental Mindoro,Paminta [Black pepper],2022 February,289.72,2/1/2022,13
Oriental Mindoro,Paminta [Black pepper],2022 March,212.88,3/1/2022,14
Oriental Mindoro,Paminta [Black pepper],2022 April,268.62,4/1/2022,15
Oriental Mindoro,Paminta [Black pepper],2022 May,265.46,5/1/2022,16
Oriental Mindoro,Paminta [Black pepper],2022 June,244.68,6/1/2022,17
Oriental Mindoro,Paminta [Black pepper],2022 July,288.57,7/1/2022,18
Oriental Mindoro,Paminta [Black pepper],2022 August,311.77,8/1/2022,19
Oriental Mindoro,Paminta [Black pepper],2022 September,267.27,9/1/2022,20
Oriental Mindoro,Paminta [Black pepper],2022 October,268.1,10/1/2022,21
Oriental Mindoro,Paminta [Black pepper],2022 November,273.73,11/1/2022,22
Oriental Mindoro,Paminta [Black pepper],2022 December,279.73,12/1/2022,23
Oriental Mindoro,Paminta [Black pepper],2023 January,330.61,1/1/2023,24
Oriental Mindoro,Paminta [Black pepper],2023 February,311.8,2/1/2023,25
Oriental Mindoro,Paminta [Black pepper],2023 March,288.96,3/1/2023,26
Oriental Mindoro,Paminta [Black pepper],2023 April,267.08,4/1/2023,27
Oriental Mindoro,Paminta [Black pepper],2023 May,226.79,5/1/2023,28
Oriental Mindoro,Paminta [Black pepper],2023 June,257.96,6/1/2023,29
Oriental Mindoro,Paminta [Black pepper],2023 July,309.29,7/1/2023,30
Oriental Mindoro,Paminta [Black pepper],2023 August,295.33,8/1/2023,31
Oriental Mindoro,Paminta [Black pepper],2023 September,293.49,9/1/2023,32
Oriental Mindoro,Paminta [Black pepper],2023 October,297.14,10/1/2023,33
Oriental Mindoro,Paminta [Black pepper],2023 November,316.89,11/1/2023,34
Oriental Mindoro,Paminta [Black pepper],2023 December,313.87,12/1/2023,35
Oriental Mindoro,Paminta [Black pepper],2024 January,330,1/1/2024,36
Oriental Mindoro,Paminta [Black pepper],2024 February,320,2/1/2024,37
Oriental Mindoro,Paminta [Black pepper],2024 March,320,3/1/2024,38
Oriental Mindoro,Paminta [Black pepper],2024 April,350,4/1/2024,39
Oriental Mindoro,Paminta [Black pepper],2024 May,350,5/1/2024,40
Oriental Mindoro,Paminta [Black pepper],2024 June,400,6/1/2024,41
Oriental Mindoro,Paminta [Black pepper],2024 July,360,7/1/2024,42
Oriental Mindoro,Paminta [Black pepper],2024 August,360,8/1/2024,43
Oriental Mindoro,Paminta [Black pepper],2024 September,201.36,9/1/2024,44
Oriental Mindoro,Paminta [Black pepper],2025 January,400,1/1/2025,48
Oriental Mindoro,Paminta [Black pepper],2025 February,380,2/1/2025,49
Oriental Mindoro,Paminta [Black pepper],2025 March,350,3/1/2025,50
Oriental Mindoro,Paminta [Black pepper],2025 April,350,4/1/2025,51
Oriental Mindoro,Paminta [Black pepper],2025 May,380,5/1/2025,52
Oriental Mindoro,Paminta [Black pepper],2025 June,400,6/1/2025,53
Oriental Mindoro,Paminta [Black pepper],2025 July,400,7/1/2025,54
Oriental Mindoro,Paminta [Black pepper],2025 August,380,8/1/2025,55
Oriental Mindoro,Paminta [Black pepper],2025 September,350,9/1/2025,56
Oriental Mindoro,Paminta [Black pepper],2025 October,380,10/1/2025,57
Oriental Mindoro,Paminta [Black pepper],2025 November,400,11/1/2025,58
Oriental Mindoro,Paminta [Black pepper],2025 December,400,12/1/2025,59
Oriental Mindoro,"Pepper, bell",2024 April,150,4/1/2024,39
Oriental Mindoro,"Pepper, bell",2024 May,160,5/1/2024,40
Oriental Mindoro,"Pepper, bell",2024 June,170,6/1/2024,41
Oriental Mindoro,"Pepper, bell",2024 July,170,7/1/2024,42
Oriental Mindoro,"Pepper, bell",2024 August,175,8/1/2024,43
Oriental Mindoro,"Pepper, bell",2024 September,175,9/1/2024,44
Oriental Mindoro,"Pepper, bell",2025 April,160,4/1/2025,51
Oriental Mindoro,"Pepper, bell",2025 May,170,5/1/2025,52
Oriental Mindoro,"Pepper, bell",2025 June,175,6/1/2025,53
Oriental Mindoro,"Pepper, bell",2025 July,175,7/1/2025,54
Oriental Mindoro,"Pepper, bell",2025 August,175,8/1/2025,55
Oriental Mindoro,"Pepper, bell",2025 September,175,9/1/2025,56
Oriental Mindoro,"Pepper, bell",2025 October,175,10/1/2025,57
Oriental Mindoro,"Pepper, bell",2025 November,180,11/1/2025,58
Oriental Mindoro,"Pepper, bell",2025 December,182,12/1/2025,59
Oriental Mindoro,"Pepper, finger",2021 January,54.63,1/1/2021,0
Oriental Mindoro,"Pepper, finger",2021 February,37.29,2/1/2021,1
Oriental Mindoro,"Pepper, finger",2021 March,29.33,3/1/2021,2
Oriental Mindoro,"Pepper, finger",2021 April,21.95,4/1/2021,3
Oriental Mindoro,"Pepper, finger",2021 May,17.75,5/1/2021,4
Oriental Mindoro,"Pepper, finger",2021 June,24.99,6/1/2021,5
Oriental Mindoro,"Pepper, finger",2021 July,24.67,7/1/2021,6
Oriental Mindoro,"Pepper, finger",2021 August,34.77,8/1/2021,7
Oriental Mindoro,"Pepper, finger",2021 September,49.56,9/1/2021,8
Oriental Mindoro,"Pepper, finger",2021 October,41.7,10/1/2021,9
Oriental Mindoro,"Pepper, finger",2021 November,42.34,11/1/2021,10
Oriental Mindoro,"Pepper, finger",2021 December,32.09,12/1/2021,11
Oriental Mindoro,"Pepper, finger",2022 January,29.8,1/1/2022,12
Oriental Mindoro,"Pepper, finger",2022 February,32.45,2/1/2022,13
Oriental Mindoro,"Pepper, finger",2022 March,38.42,3/1/2022,14
Oriental Mindoro,"Pepper, finger",2022 April,41.69,4/1/2022,15
Oriental Mindoro,"Pepper, finger",2022 May,48.89,5/1/2022,16
Oriental Mindoro,"Pepper, finger",2022 June,42.69,6/1/2022,17
Oriental Mindoro,"Pepper, finger",2022 July,35.32,7/1/2022,18
Oriental Mindoro,"Pepper, finger",2022 August,36.28,8/1/2022,19
Oriental Mindoro,"Pepper, finger",2022 September,32.07,9/1/2022,20
Oriental Mindoro,"Pepper, finger",2022 October,31.86,10/1/2022,21
Oriental Mindoro,"Pepper, finger",2022 November,42.89,11/1/2022,22
Oriental Mindoro,"Pepper, finger",2022 December,47.7,12/1/2022,23
Oriental Mindoro,"Pepper, finger",2023 January,46.26,1/1/2023,24
Oriental Mindoro,"Pepper, finger",2023 February,34.29,2/1/2023,25
Oriental Mindoro,"Pepper, finger",2023 March,37.94,3/1/2023,26
Oriental Mindoro,"Pepper, finger",2023 April,34.76,4/1/2023,27
Oriental Mindoro,"Pepper, finger",2023 May,28.04,5/1/2023,28
Oriental Mindoro,"Pepper, finger",2023 June,27.46,6/1/2023,29
Oriental Mindoro,"Pepper, finger",2023 July,26.95,7/1/2023,30
Oriental Mindoro,"Pepper, finger",2023 August,31.86,8/1/2023,31
Oriental Mindoro,"Pepper, finger",2023 September,34.94,9/1/2023,32
Oriental Mindoro,"Pepper, finger",2023 October,35.32,10/1/2023,33
Oriental Mindoro,"Pepper, finger",2023 November,36.6,11/1/2023,34
Oriental Mindoro,"Pepper, finger",2023 December,33.07,12/1/2023,35
Oriental Mindoro,"Pepper, finger",2024 January,37.71,1/1/2024,36
Oriental Mindoro,"Pepper, finger",2024 February,30.39,2/1/2024,37
Oriental Mindoro,"Pepper, finger",2024 March,33.42,3/1/2024,38
Oriental Mindoro,"Pepper, finger",2024 April,33.98,4/1/2024,39
Oriental Mindoro,"Pepper, finger",2024 May,33.64,5/1/2024,40
Oriental Mindoro,"Pepper, finger",2024 June,34.09,6/1/2024,41
Oriental Mindoro,"Pepper, finger",2024 July,50,7/1/2024,42
Oriental Mindoro,"Pepper, finger",2024 August,40,8/1/2024,43
Oriental Mindoro,"Pepper, finger",2024 September,40,9/1/2024,44
Oriental Mindoro,"Pepper, finger",2025 April,30,4/1/2025,51
Oriental Mindoro,"Pepper, finger",2025 May,30,5/1/2025,52
Oriental Mindoro,"Pepper, finger",2025 July,28,7/1/2025,54
Oriental Mindoro,"Pepper, finger",2025 August,30,8/1/2025,55
Oriental Mindoro,"Pepper, finger",2025 September,31.31,9/1/2025,56
Oriental Mindoro,"Pepper, finger",2025 October,35,10/1/2025,57
Oriental Mindoro,"Pepper, finger",2025 November,40,11/1/2025,58
Oriental Mindoro,"Pepper, finger",2025 December,40,12/1/2025,59
Palawan,"Ginger, Hawaiian",2021 January,36.23,1/1/2021,0
Palawan,"Ginger, Hawaiian",2021 February,44.92,2/1/2021,1
Palawan,"Ginger, Hawaiian",2021 March,41.01,3/1/2021,2
Palawan,"Ginger, Hawaiian",2021 April,34.07,4/1/2021,3
Palawan,"Ginger, Hawaiian",2021 May,45.92,5/1/2021,4
Palawan,"Ginger, Hawaiian",2021 June,45.79,6/1/2021,5
Palawan,"Ginger, Hawaiian",2021 July,43.77,7/1/2021,6
Palawan,"Ginger, Hawaiian",2021 August,45.33,8/1/2021,7
Palawan,"Ginger, Hawaiian",2021 September,44.63,9/1/2021,8
Palawan,"Ginger, Hawaiian",2021 October,38.31,10/1/2021,9
Palawan,"Ginger, Hawaiian",2021 November,28.98,11/1/2021,10
Palawan,"Ginger, Hawaiian",2021 December,29.42,12/1/2021,11
Palawan,"Ginger, Hawaiian",2022 January,32.67,1/1/2022,12
Palawan,"Ginger, Hawaiian",2022 February,29.23,2/1/2022,13
Palawan,"Ginger, Hawaiian",2022 March,28.68,3/1/2022,14
Palawan,"Ginger, Hawaiian",2022 April,26.71,4/1/2022,15
Palawan,"Ginger, Hawaiian",2022 May,30.64,5/1/2022,16
Palawan,"Ginger, Hawaiian",2022 June,43.7,6/1/2022,17
Palawan,"Ginger, Hawaiian",2022 July,32.56,7/1/2022,18
Palawan,"Ginger, Hawaiian",2022 August,29.31,8/1/2022,19
Palawan,"Ginger, Hawaiian",2022 September,20.3,9/1/2022,20
Palawan,"Ginger, Hawaiian",2022 October,26.04,10/1/2022,21
Palawan,"Ginger, Hawaiian",2022 November,26.48,11/1/2022,22
Palawan,"Ginger, Hawaiian",2022 December,22.84,12/1/2022,23
Palawan,"Ginger, Hawaiian",2023 January,27.41,1/1/2023,24
Palawan,"Ginger, Hawaiian",2023 February,24.13,2/1/2023,25
Palawan,"Ginger, Hawaiian",2023 March,27.53,3/1/2023,26
Palawan,"Ginger, Hawaiian",2023 April,21.75,4/1/2023,27
Palawan,"Ginger, Hawaiian",2023 May,25.06,5/1/2023,28
Palawan,"Ginger, Hawaiian",2023 June,24.45,6/1/2023,29
Palawan,"Ginger, Hawaiian",2023 July,22.3,7/1/2023,30
Palawan,"Ginger, Hawaiian",2023 August,25.29,8/1/2023,31
Palawan,"Ginger, Hawaiian",2023 September,24.33,9/1/2023,32
Palawan,"Ginger, Hawaiian",2023 October,27.22,10/1/2023,33
Palawan,"Ginger, Hawaiian",2023 November,25.33,11/1/2023,34
Palawan,"Ginger, Hawaiian",2023 December,27.24,12/1/2023,35
Palawan,"Ginger, Hawaiian",2024 January,25,1/1/2024,36
Palawan,"Ginger, Hawaiian",2024 February,25,2/1/2024,37
Palawan,"Ginger, Hawaiian",2024 March,25,3/1/2024,38
Palawan,"Ginger, Hawaiian",2024 July,30,7/1/2024,42
Palawan,"Ginger, Hawaiian",2024 August,25,8/1/2024,43
Palawan,"Ginger, Hawaiian",2024 September,25,9/1/2024,44
Palawan,"Ginger, Native",2025 October,40,10/1/2025,57
Palawan,"Ginger, Native",2025 November,40,11/1/2025,58
Palawan,"Ginger, Native",2025 December,40,12/1/2025,59
Palawan,Paminta [Black pepper],2024 July,200,7/1/2024,42
Palawan,Paminta [Black pepper],2024 August,200,8/1/2024,43
Palawan,Paminta [Black pepper],2024 September,200,9/1/2024,44
Palawan,"Pepper, bell",2021 January,87.12,1/1/2021,0
Palawan,"Pepper, bell",2021 February,80.54,2/1/2021,1
Palawan,"Pepper, bell",2021 March,70.16,3/1/2021,2
Palawan,"Pepper, bell",2021 April,72.29,4/1/2021,3
Palawan,"Pepper, bell",2021 May,53.09,5/1/2021,4
Palawan,"Pepper, bell",2021 June,54.49,6/1/2021,5
Palawan,"Pepper, bell",2021 July,49.94,7/1/2021,6
Palawan,"Pepper, bell",2021 August,78.07,8/1/2021,7
Palawan,"Pepper, bell",2021 September,88.26,9/1/2021,8
Palawan,"Pepper, bell",2021 October,71.17,10/1/2021,9
Palawan,"Pepper, bell",2021 November,125.92,11/1/2021,10
Palawan,"Pepper, bell",2021 December,139.89,12/1/2021,11
Palawan,"Pepper, bell",2022 January,90.48,1/1/2022,12
Palawan,"Pepper, bell",2022 February,101.93,2/1/2022,13
Palawan,"Pepper, bell",2022 March,80.05,3/1/2022,14
Palawan,"Pepper, bell",2022 April,63.06,4/1/2022,15
Palawan,"Pepper, bell",2022 May,65.54,5/1/2022,16
Palawan,"Pepper, bell",2022 June,51.1,6/1/2022,17
Palawan,"Pepper, bell",2022 July,99.21,7/1/2022,18
Palawan,"Pepper, bell",2022 August,107.25,8/1/2022,19
Palawan,"Pepper, bell",2022 September,84.58,9/1/2022,20
Palawan,"Pepper, bell",2022 October,94.62,10/1/2022,21
Palawan,"Pepper, bell",2022 November,91.16,11/1/2022,22
Palawan,"Pepper, bell",2022 December,117.53,12/1/2022,23
Palawan,"Pepper, bell",2023 January,125.42,1/1/2023,24
Palawan,"Pepper, bell",2023 February,103.25,2/1/2023,25
Palawan,"Pepper, bell",2023 March,100,3/1/2023,26
Palawan,"Pepper, bell",2023 April,84.06,4/1/2023,27
Palawan,"Pepper, bell",2023 May,97.95,5/1/2023,28
Palawan,"Pepper, bell",2023 June,86.34,6/1/2023,29
Palawan,"Pepper, bell",2023 July,79.82,7/1/2023,30
Palawan,"Pepper, bell",2023 August,87.99,8/1/2023,31
Palawan,"Pepper, bell",2023 September,93.93,9/1/2023,32
Palawan,"Pepper, bell",2023 October,80.63,10/1/2023,33
Palawan,"Pepper, bell",2023 November,85.23,11/1/2023,34
Palawan,"Pepper, bell",2023 December,100.34,12/1/2023,35
Palawan,"Pepper, bell",2024 January,200,1/1/2024,36
Palawan,"Pepper, bell",2024 February,200,2/1/2024,37
Palawan,"Pepper, bell",2024 May,48.89,5/1/2024,40
Palawan,"Pepper, bell",2024 July,80,7/1/2024,42
Palawan,"Pepper, bell",2024 August,75,8/1/2024,43
Palawan,"Pepper, bell",2024 September,80,9/1/2024,44
Palawan,"Pepper, bell",2024 November,60,11/1/2024,46
Palawan,"Pepper, bell",2025 August,100,8/1/2025,55
Palawan,"Pepper, finger",2021 January,75.79,1/1/2021,0
Palawan,"Pepper, finger",2021 February,62.24,2/1/2021,1
Palawan,"Pepper, finger",2021 March,53.24,3/1/2021,2
Palawan,"Pepper, finger",2021 April,48.69,4/1/2021,3
Palawan,"Pepper, finger",2021 May,36.59,5/1/2021,4
Palawan,"Pepper, finger",2021 June,33.76,6/1/2021,5
Palawan,"Pepper, finger",2021 July,27.52,7/1/2021,6
Palawan,"Pepper, finger",2021 August,57.21,8/1/2021,7
Palawan,"Pepper, finger",2021 September,55.58,9/1/2021,8
Palawan,"Pepper, finger",2021 October,65.47,10/1/2021,9
Palawan,"Pepper, finger",2021 November,95.97,11/1/2021,10
Palawan,"Pepper, finger",2021 December,96.73,12/1/2021,11
Palawan,"Pepper, finger",2022 January,83.53,1/1/2022,12
Palawan,"Pepper, finger",2022 February,82.99,2/1/2022,13
Palawan,"Pepper, finger",2022 March,73.23,3/1/2022,14
Palawan,"Pepper, finger",2022 April,44.29,4/1/2022,15
Palawan,"Pepper, finger",2022 May,40.28,5/1/2022,16
Palawan,"Pepper, finger",2022 June,49.69,6/1/2022,17
Palawan,"Pepper, finger",2022 July,65.49,7/1/2022,18
Palawan,"Pepper, finger",2022 August,64.33,8/1/2022,19
Palawan,"Pepper, finger",2022 September,57.4,9/1/2022,20
Palawan,"Pepper, finger",2022 October,43.25,10/1/2022,21
Palawan,"Pepper, finger",2022 November,35.13,11/1/2022,22
Palawan,"Pepper, finger",2022 December,71.71,12/1/2022,23
Palawan,"Pepper, finger",2023 January,95.54,1/1/2023,24
Palawan,"Pepper, finger",2023 February,82.52,2/1/2023,25
Palawan,"Pepper, finger",2023 March,75.18,3/1/2023,26
Palawan,"Pepper, finger",2023 April,61.74,4/1/2023,27
Palawan,"Pepper, finger",2023 May,52.74,5/1/2023,28
Palawan,"Pepper, finger",2023 June,44.92,6/1/2023,29
Palawan,"Pepper, finger",2023 July,57.52,7/1/2023,30
Palawan,"Pepper, finger",2023 August,63.84,8/1/2023,31
Palawan,"Pepper, finger",2023 September,53.2,9/1/2023,32
Palawan,"Pepper, finger",2023 October,60.15,10/1/2023,33
Palawan,"Pepper, finger",2023 November,67.44,11/1/2023,34
Palawan,"Pepper, finger",2023 December,73.16,12/1/2023,35
Palawan,"Pepper, finger",2024 November,45.07,11/1/2024,46
Palawan,"Pepper, finger",2025 May,50,5/1/2025,52
Palawan,"Pepper, finger",2025 June,50,6/1/2025,53
Palawan,"Pepper, finger",2025 August,93.45,8/1/2025,55
Palawan,"Pepper, finger",2025 September,70,9/1/2025,56
Romblon,Chili pepper fruit (Siling labuyo),2024 March,146.67,3/1/2024,38
Romblon,Chili pepper fruit (Siling labuyo),2024 April,150,4/1/2024,39
Romblon,Chili pepper fruit (Siling labuyo),2024 May,140,5/1/2024,40
Romblon,Chili pepper fruit (Siling labuyo),2024 June,150,6/1/2024,41
Romblon,Chili pepper fruit (Siling labuyo),2024 August,150,8/1/2024,43
Romblon,Chili pepper fruit (Siling labuyo),2024 November,298.75,11/1/2024,46
Romblon,Chili pepper fruit (Siling labuyo),2025 March,150,3/1/2025,50
Romblon,Chili pepper fruit (Siling labuyo),2025 April,150,4/1/2025,51
Romblon,Chili pepper fruit (Siling labuyo),2025 May,150,5/1/2025,52
Romblon,Chili pepper fruit (Siling labuyo),2025 June,150,6/1/2025,53
Romblon,Chili pepper fruit (Siling labuyo),2025 July,120,7/1/2025,54
Romblon,Chili pepper fruit (Siling labuyo),2025 August,100,8/1/2025,55
Romblon,Chili pepper fruit (Siling labuyo),2025 September,99.49,9/1/2025,56
Romblon,Chili pepper fruit (Siling labuyo),2025 October,100,10/1/2025,57
Romblon,Chili pepper fruit (Siling labuyo),2025 November,100,11/1/2025,58
Romblon,Chili pepper fruit (Siling labuyo),2025 December,100,12/1/2025,59
Romblon,"Garlic, dried bulb",2021 April,110.48,4/1/2021,3
Romblon,"Garlic, dried bulb",2021 May,101.5,5/1/2021,4
Romblon,"Garlic, dried bulb",2022 April,111.58,4/1/2022,15
Romblon,"Garlic, dried bulb",2022 May,116.14,5/1/2022,16
Romblon,"Garlic, dried bulb",2023 April,110.94,4/1/2023,27
Romblon,"Garlic, dried bulb",2024 April,100,4/1/2024,39
Romblon,"Garlic, dried bulb",2025 April,120,4/1/2025,51
Romblon,"Ginger, Native",2024 February,50,2/1/2024,37
Romblon,"Ginger, Native",2024 April,50,4/1/2024,39
Romblon,"Ginger, Native",2024 May,50,5/1/2024,40
Romblon,"Ginger, Native",2024 June,50,6/1/2024,41
Romblon,"Ginger, Native",2024 July,55,7/1/2024,42
Romblon,"Ginger, Native",2024 August,55,8/1/2024,43
Romblon,"Ginger, Native",2024 September,50,9/1/2024,44
Romblon,"Ginger, Native",2025 February,60,2/1/2025,49
Romblon,"Ginger, Native",2025 March,60,3/1/2025,50
Romblon,"Ginger, Native",2025 April,60,4/1/2025,51
Romblon,"Ginger, Native",2025 May,60,5/1/2025,52
Romblon,"Ginger, Native",2025 June,60,6/1/2025,53
Romblon,"Ginger, Native",2025 July,60,7/1/2025,54
Romblon,"Ginger, Native",2025 August,60,8/1/2025,55
Romblon,"Ginger, Native",2025 September,60,9/1/2025,56
Romblon,"Ginger, Native",2025 October,60,10/1/2025,57
Romblon,"Ginger, Native",2025 November,60,11/1/2025,58
Romblon,"Ginger, Native",2025 December,60,12/1/2025,59
Romblon,Paminta [Black pepper],2025 January,65,1/1/2025,48
Romblon,Paminta [Black pepper],2025 February,65,2/1/2025,49
Romblon,Paminta [Black pepper],2025 March,65,3/1/2025,50
Romblon,"Pepper, bell",2024 April,150,4/1/2024,39
Romblon,"Pepper, bell",2024 May,150,5/1/2024,40
Romblon,"Pepper, bell",2024 June,150,6/1/2024,41
Romblon,"Pepper, finger",2024 January,50,1/1/2024,36
Romblon,"Pepper, finger",2024 February,73.04,2/1/2024,37
Romblon,"Pepper, finger",2024 March,70,3/1/2024,38
Romblon,"Pepper, finger",2024 August,70,8/1/2024,43
Romblon,"Pepper, finger",2024 October,80,10/1/2024,45
Romblon,"Pepper, finger",2024 November,79,11/1/2024,46
Romblon,"Pepper, finger",2025 January,90,1/1/2025,48
Romblon,"Pepper, finger",2025 February,95,2/1/2025,49
Romblon,"Pepper, finger",2025 August,60,8/1/2025,55
Romblon,"Pepper, finger",2025 September,60,9/1/2025,56
Romblon,"Pepper, finger",2025 October,115,10/1/2025,57
Romblon,"Pepper, finger",2025 November,116.85,11/1/2025,58
Romblon,"Pepper, finger",2025 December,115,12/1/2025,59
